Project_Name,Project_URL,Project_Hash,Test_id,OD_Type,Polluter_or_Setter,Cleaner,Path,SHA
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,a31c36bb19da26931424ee7e118daae5543352b0
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_should_change_separators,victim,examples/test_gen_each_case.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/649b2ea6/patch/test_autodoc_patch_fce4d8dc.patch,a31c36bb19da26931424ee7e118daae5543352b0
autoyaml,https://github.com/martyni/autoyaml,be3f450667bcca477683e63bcc49c67c5d170855,tests/autoyaml_test.py::TestAutoyamlMethods::test_b_decrypt_config,brittle,tests/autoyaml_test.py::TestAutoyamlMethods::test_a_encrypt_config,,autoyaml/ipflakies_result/7f5cbccb/patch/autoyaml_test_patch_13ab0dbb.patch,f49d760969fd4f18d2cd9d22e2b56e420e1f0cda
basic_auth,https://github.com/rorymurdock/basic_auth,622f2133c13988cec549f4ea55bed14e50f90876,tests/test_basic.py::test_verify_config,brittle,tests/test_basic.py::test_write_config,,basic_auth/ipflakies_result/b8ff323b/patch/test_basic_patch_5db98ba3.patch,622f2133c13988cec549f4ea55bed14e50f90876
bottle-neck,https://github.com/agile4you/bottle-neck.git,ebc670a4b178255473d68e9b4122ba04e38f4810,test/test_routing.py::test_router_mount_pass,brittle,test/test_routing.py::test_router_register_handler_cbv_pass,,bottle-neck/ipflakies_result/d09aa225/patch/test_routing_patch_0f506518.patch,ebc670a4b178255473d68e9b4122ba04e38f4810
carbonize,https://github.com/eillarra/carbonize,efc89b8a9e44f9d64110406ce70929a9671517c7,tests/test_api.py::TestFootprint::test_flight_two_way,brittle,tests/test_api.py::TestFootprint::test_flight,,carbonize/ipflakies_result/9581824a/patch/test_api_patch_aeca4176.patch,891d1d07ca2e9cc48ca5b609da292dce2e574c7e
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_command.py::TestCommands::test_command_list,brittle,tests/test_command.py::TestConnect::test_connection,,centreon-sdk-python/ipflakies_result/a3d833fa/patch/test_command_patch_16d25aa8.patch,9f207d5458afc3304e24f16988069467b19eab81
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_command.py::TestCommands::test_command_not_exist,brittle,tests/test_command.py::TestConnect::test_connection,,centreon-sdk-python/ipflakies_result/cc11ef4a/patch/test_command_patch_16d25aa8.patch,9f207d5458afc3304e24f16988069467b19eab81
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_command.py::TestCommands::test_command_setparam,brittle,tests/test_command.py::TestConnect::test_connection,,centreon-sdk-python/ipflakies_result/32227c0f/patch/test_command_patch_16d25aa8.patch,9f207d5458afc3304e24f16988069467b19eab81
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py::TestHosts::test_hosts_list,brittle,tests/test_command.py::TestConnect::test_connection,,centreon-sdk-python/ipflakies_result/845a1b21/patch/test_hosts_patch_16d25aa8.patch,9f207d5458afc3304e24f16988069467b19eab81
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py::TestHosts::test_hosts_not_exist,brittle,tests/test_command.py::TestConnect::test_connection,,centreon-sdk-python/ipflakies_result/d302bf4f/patch/test_hosts_patch_16d25aa8.patch,9f207d5458afc3304e24f16988069467b19eab81
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_building_line,brittle,tests/test_command.py::TestConnect::test_connection,,centreon-sdk-python/ipflakies_result/bcf45ff4/patch/test_resourcecfg_patch_16d25aa8.patch,9f207d5458afc3304e24f16988069467b19eab81
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_get_one,brittle,tests/test_command.py::TestConnect::test_connection,,centreon-sdk-python/ipflakies_result/6c8f30ae/patch/test_resourcecfg_patch_16d25aa8.patch,9f207d5458afc3304e24f16988069467b19eab81
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_not_exist,brittle,tests/test_command.py::TestConnect::test_connection,,centreon-sdk-python/ipflakies_result/86da55d0/patch/test_resourcecfg_patch_16d25aa8.patch,9f207d5458afc3304e24f16988069467b19eab81
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_setparam,brittle,tests/test_command.py::TestConnect::test_connection,,centreon-sdk-python/ipflakies_result/69567d28/patch/test_resourcecfg_patch_16d25aa8.patch,9f207d5458afc3304e24f16988069467b19eab81
cloudnetpy,https://github.com/tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,tests/unit/test_classify.py::TestFindRain::test_3,brittle,tests/unit/test_classify.py::TestFindRain::test_2,,cloudnetpy/ipflakies_result/c9e31a6e/patch/test_classify_patch_35398da2.patch,26f2607b890630146469cfa410fce99438ceee3f
coinbase-commerce-python,https://github.com/coinbase/coinbase-commerce-python,d306fc562309edb909c8ace501c63327a7635975,tests/test_api_client.py::TestApiClient::test_authentication_ERROR,victim,tests/test_api_client.py::TestApiClient::test_param_required_ERROR,tests/test_api_client.py::TestApiClient::test_internal_server_ERROR,coinbase-commerce-python/ipflakies_result/37d15f20/patch/test_api_client_patch_ce2fd956.patch,91af61acf8cae6390dac91220e0cb3aa93983ca8
coinbase-commerce-python,https://github.com/coinbase/coinbase-commerce-python,d306fc562309edb909c8ace501c63327a7635975,tests/test_api_client.py::TestApiClient::test_invalid_request_ERROR,victim,tests/test_api_client.py::TestApiClient::test_param_required_ERROR,tests/test_api_client.py::TestApiClient::test_internal_server_ERROR,coinbase-commerce-python/ipflakies_result/16653e4e/patch/test_api_client_patch_ce2fd956.patch,91af61acf8cae6390dac91220e0cb3aa93983ca8
coinbase-commerce-python,https://github.com/coinbase/coinbase-commerce-python,d306fc562309edb909c8ace501c63327a7635975,tests/test_api_client.py::TestApiClient::test_resource_not_found_ERROR,victim,tests/test_api_client.py::TestApiClient::test_param_required_ERROR,tests/test_api_client.py::TestApiClient::test_internal_server_ERROR,coinbase-commerce-python/ipflakies_result/2878f1a8/patch/test_api_client_patch_ce2fd956.patch,91af61acf8cae6390dac91220e0cb3aa93983ca8
compilertools,https://github.com/JGoutin/compilertools,7b898cb6970f5f25c5356b15a2efd0cb2e54d566,tests/test_build.py::tests_patch___new__,brittle,tests/test_build.py::tests_get_build_compile_args,,compilertools/ipflakies_result/9aa164e0/patch/test_build_patch_042f46ba.patch,f4375238937384a0400cfc618d3b18fc6e7233a9
configparse,https://github.com/jyn514/configparse,d7a4ee5b121de2be1858104723bdb7ac47df64ce,test/test_all.py::test_positional,victim,test/test_all.py::test_default_ext,test/test_all.py::test_infer_ext,configparse/ipflakies_result/a3999db8/patch/test_all_patch_4d65a4cc.patch,75c62839a6e288b4a994df50466cc09989f48857
configparse,https://github.com/jyn514/configparse,d7a4ee5b121de2be1858104723bdb7ac47df64ce,test/test_all.py::test_positional,victim,test/test_all.py::test_default_ext,test/test_all.py::test_unknown_config,configparse/ipflakies_result/a3999db8/patch/test_all_patch_f3e9a0b7.patch,75c62839a6e288b4a994df50466cc09989f48857
configparse,https://github.com/jyn514/configparse,d7a4ee5b121de2be1858104723bdb7ac47df64ce,test/test_all.py::test_positional,victim,test/test_all.py::test_default_ext,test/test_all.py::test_import_ERROR,configparse/ipflakies_result/a3999db8/patch/test_all_patch_e9d9224f.patch,75c62839a6e288b4a994df50466cc09989f48857
easy_python_requirements,https://github.com/tjdevries/easy_python_requirements,2bf905f34065637cbc781d17d8e5806892fb66d5,test/test_mock_functions.py::test_mock_class_update,brittle,test/test_mock_functions.py::test_mock_module_with_two_updates,,easy_python_requirements/ipflakies_result/5adc364e/patch/test_mock_functions_patch_3169bcfa.patch,2bf905f34065637cbc781d17d8e5806892fb66d5
ecs-crd-cli,https://github.com/AdventielFr/ecs-crd-cli.git,7b296c64086a204d3540da272e3d8dd74721c6c4,tests/test_prepareDeploymentServiceDefinitionStep.py::test_process_application_autoscaling_scalable_target_max_capacity_invalid,brittle,tests/test_prepareDeploymentServiceDefinitionStep.py::test_process_application_autoscaling_scalable_target_min_capacity_valid,,ecs-crd-cli/ipflakies_result/ad0eb6a8/patch/test_prepareDeploymentServiceDefinitionStep_patch_104644c2.patch,f1421055be0b2b25e5334aef277d27bc30f161e5
fooof,https://github.com/voytekresearch/fooof,7a520c4f8ac3a44f4f18dc025b5e5d40049c9f2b,fooof/tests/objs/test_fit.py::test_fooof_fit_knee,victim,fooof/tests/plts/test_fg.py::test_plot_fg_ap,fooof/tests/objs/test_fit.py::test_fooof_checks,fooof/ipflakies_result/f732b4e8/patch/test_fit_patch_ab2b1c7d.patch,b2a57cd05d0cc7a3d6cc6fdbb3d50fcd6b243065
fooof,https://github.com/voytekresearch/fooof,7a520c4f8ac3a44f4f18dc025b5e5d40049c9f2b,fooof/tests/objs/test_fit.py::test_fooof_fit_nk,victim,fooof/tests/plts/test_fg.py::test_plot_fg_gf,fooof/tests/objs/test_fit.py::test_fooof_fit_nk_noise,fooof/ipflakies_result/4ffef357/patch/test_fit_patch_68c7fad8.patch,b2a57cd05d0cc7a3d6cc6fdbb3d50fcd6b243065
fooof,https://github.com/voytekresearch/fooof,7a520c4f8ac3a44f4f18dc025b5e5d40049c9f2b,fooof/tests/utils/test_download.py::test_check_data_file,brittle,fooof/tests/utils/test_download.py::test_check_data_folder,,fooof/ipflakies_result/3c688ac7/patch/test_download_patch_6afd6fc7.patch,b2a57cd05d0cc7a3d6cc6fdbb3d50fcd6b243065
json-storage-manager,https://github.com/hefnawi/json-storage-manager,c7521fc4a576cf23a8c2454106bed6fb8c951b8d,tests/test_main.py::test_get_item,brittle,tests/test_main.py::test_write_json,,json-storage-manager/ipflakies_result/6a35240d/patch/test_main_patch_7b89bf49.patch,c7521fc4a576cf23a8c2454106bed6fb8c951b8d
json-storage-manager,https://github.com/hefnawi/json-storage-manager,c7521fc4a576cf23a8c2454106bed6fb8c951b8d,tests/test_main.py::test_set_item_fail,brittle,tests/test_main.py::test_set_item,,json-storage-manager/ipflakies_result/8014fb2e/patch/test_main_patch_1e2c90fa.patch,c7521fc4a576cf23a8c2454106bed6fb8c951b8d
json-storage-manager,https://github.com/hefnawi/json-storage-manager,c7521fc4a576cf23a8c2454106bed6fb8c951b8d,tests/test_main.py::test_update_item,brittle,tests/test_main.py::test_set_item,,json-storage-manager/ipflakies_result/66fee762/patch/test_main_patch_1e2c90fa.patch,c7521fc4a576cf23a8c2454106bed6fb8c951b8d
krllint,https://github.com/d4nuu8/krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_extraneous_whitespace.py::ExtraneousWhiteSpaceTestCase::test_rule_with_fix,victim,tests/test_lower_or_mixed_case_keyword.py::LowerOrMixedCaseKeywordTestCase::test_rule_with_fix,tests/test_extraneous_whitespace.py::ExtraneousWhiteSpaceTestCase::test_rule_without_fix,krllint/ipflakies_result/68af961b/patch/test_extraneous_whitespace_patch_916f7d1b.patch,2f9376cdae14c201364d9c31b4c19a8ff2f708d2
krllint,https://github.com/d4nuu8/krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_extraneous_whitespace.py::ExtraneousWhiteSpaceTestCase::test_rule_without_fix,victim,tests/test_lower_or_mixed_case_keyword.py::LowerOrMixedCaseKeywordTestCase::test_rule_without_fix,tests/test_extraneous_whitespace.py::ExtraneousWhiteSpaceTestCase::test_rule_with_fix,krllint/ipflakies_result/2c161a1e/patch/test_extraneous_whitespace_patch_90674909.patch,2f9376cdae14c201364d9c31b4c19a8ff2f708d2
krllint,https://github.com/d4nuu8/krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_indentation_checker.py::IndentationCheckerTestCase::test_rule_with_fix,victim,tests/test_lower_or_mixed_case_keyword.py::LowerOrMixedCaseKeywordTestCase::test_rule_with_fix,tests/test_indentation_checker.py::IndentationCheckerTestCase::test_rule_without_fix,krllint/ipflakies_result/8a552cdd/patch/test_indentation_checker_patch_d4b27aaa.patch,2f9376cdae14c201364d9c31b4c19a8ff2f708d2
krllint,https://github.com/d4nuu8/krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_lower_or_mixed_case_built_in_type.py::LowerOrMixedCaseBuiltInTestCase::test_rule_with_fix,victim,tests/test_lower_or_mixed_case_keyword.py::LowerOrMixedCaseKeywordTestCase::test_rule_with_fix,tests/test_lower_or_mixed_case_built_in_type.py::LowerOrMixedCaseBuiltInTestCase::test_rule_without_fix,krllint/ipflakies_result/3ce68947/patch/test_lower_or_mixed_case_built_in_type_patch_865aaa66.patch,2f9376cdae14c201364d9c31b4c19a8ff2f708d2
krllint,https://github.com/d4nuu8/krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_lower_or_mixed_case_built_in_type.py::LowerOrMixedCaseBuiltInTestCase::test_rule_without_fix,victim,tests/test_lower_or_mixed_case_keyword.py::LowerOrMixedCaseKeywordTestCase::test_rule_without_fix,tests/test_extraneous_whitespace.py::ExtraneousWhiteSpaceTestCase::test_rule_with_fix,krllint/ipflakies_result/2061b159/patch/test_lower_or_mixed_case_built_in_type_patch_90674909.patch,2f9376cdae14c201364d9c31b4c19a8ff2f708d2
krllint,https://github.com/d4nuu8/krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_open_task.py::OpenTaskTestCase::test_rule_with_fix,victim,tests/test_lower_or_mixed_case_keyword.py::LowerOrMixedCaseKeywordTestCase::test_rule_with_fix,tests/test_lower_or_mixed_case_built_in_type.py::LowerOrMixedCaseBuiltInTestCase::test_rule_without_fix,krllint/ipflakies_result/1a2ef79d/patch/test_open_task_patch_865aaa66.patch,2f9376cdae14c201364d9c31b4c19a8ff2f708d2
krllint,https://github.com/d4nuu8/krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_open_task.py::OpenTaskTestCase::test_rule_without_fix,victim,tests/test_lower_or_mixed_case_keyword.py::LowerOrMixedCaseKeywordTestCase::test_rule_without_fix,tests/test_extraneous_whitespace.py::ExtraneousWhiteSpaceTestCase::test_rule_with_fix,krllint/ipflakies_result/8e6050b2/patch/test_open_task_patch_90674909.patch,2f9376cdae14c201364d9c31b4c19a8ff2f708d2
krllint,https://github.com/d4nuu8/krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_trailing_white_space_rule.py::TrailingWhiteSpaceTestCase::test_rule_with_fix,victim,tests/test_lower_or_mixed_case_keyword.py::LowerOrMixedCaseKeywordTestCase::test_rule_with_fix,tests/test_extraneous_whitespace.py::ExtraneousWhiteSpaceTestCase::test_rule_without_fix,krllint/ipflakies_result/3a414bcf/patch/test_trailing_white_space_rule_patch_916f7d1b.patch,2f9376cdae14c201364d9c31b4c19a8ff2f708d2
krllint,https://github.com/d4nuu8/krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,tests/test_trailing_white_space_rule.py::TrailingWhiteSpaceTestCase::test_rule_without_fix,victim,tests/test_lower_or_mixed_case_keyword.py::LowerOrMixedCaseKeywordTestCase::test_rule_without_fix,tests/test_extraneous_whitespace.py::ExtraneousWhiteSpaceTestCase::test_rule_with_fix,krllint/ipflakies_result/e99ab5fb/patch/test_trailing_white_space_rule_patch_90674909.patch,2f9376cdae14c201364d9c31b4c19a8ff2f708d2
lithoxyl,https://github.com/mahmoud/lithoxyl,9961553a065a1ad8bb7a2407fe74f2cfd6c79a20,lithoxyl/tests/test_stats.py::test_acc_random,brittle,lithoxyl/tests/test_stats.py::test_momentacc_norm,,lithoxyl/ipflakies_result/a0ed9172/patch/test_stats_patch_6f595098.patch,b4bfa92c54df85b4bd5935fe270e2aa3fb25c412
logx,https://github.com/djrobstep/logx,c53fabbc160fb8d70fa878684ea36f0c22fd5caa,tests/test_logx.py::test_set_format,victim,tests/test_logx.py::test_level_change_output,tests/test_logx.py::test_null_handler,logx/ipflakies_result/c162d99c/patch/test_logx_patch_7982139e.patch,c53fabbc160fb8d70fa878684ea36f0c22fd5caa
multiindex,https://github.com/sushobhit27/multiindex,b631e60bd47558eca9067a0dc87f0e713cddc6f2,multiindex/tests/test_multiindex.py::test_remove,brittle,multiindex/tests/test_multiindex.py::test_modify,,multiindex/ipflakies_result/370cabb4/patch/test_multiindex_patch_79fd4b6d.patch,b631e60bd47558eca9067a0dc87f0e713cddc6f2
neon,https://github.com/mrmechko/neon,42ad78e3d79583a93abce6d06b81dafc29017514,tests/basic_tests.py::test_dont_memoize,brittle,tests/basic_tests.py::test_memoize,,neon/ipflakies_result/b5944a47/patch/basic_tests_patch_847f52fe.patch,42ad78e3d79583a93abce6d06b81dafc29017514
neurodsp,https://github.com/neurodsp-tools/neurodsp,19aa50c71deaa19e4ed85efa192afa8ab63d0bf1,neurodsp/tests/utils/test_download.py::test_check_data_file,brittle,neurodsp/tests/utils/test_download.py::test_check_data_folder,,neurodsp/ipflakies_result/dda65ae4/patch/test_download_patch_890215fc.patch,b6d9ee75810add0b62eb63cb807ac0cd9417f22c
nodal,https://github.com/thimic/nodal,261eeefd50298765c5722c5f7da72e6f2927bd3e,tests/nodal/test_graph.py::TestGraph::test__on_node_create,victim,tests/nodal/core/test_callbacks.py::TestCallbacks::test__trigger,tests/nodal/core/test_callbacks.py::TestCallbacks::test_clear,nodal/ipflakies_result/e4d894d0/patch/test_graph_patch_423234d5.patch,261eeefd50298765c5722c5f7da72e6f2927bd3e
nodal,https://github.com/thimic/nodal,261eeefd50298765c5722c5f7da72e6f2927bd3e,tests/nodal/test_graph.py::TestGraph::test__on_node_destroy,victim,tests/nodal/core/test_callbacks.py::TestCallbacks::test__trigger,tests/nodal/core/test_callbacks.py::TestCallbacks::test_clear,nodal/ipflakies_result/8b37e5f3/patch/test_graph_patch_423234d5.patch,261eeefd50298765c5722c5f7da72e6f2927bd3e
parse_it,https://github.com/naorlivne/parse_it,886d7de0e74e67edc136411a5220e35c1149e743,test/test_prase_it.py::BaseTests::test_parser_read_all_configuration_variables_raise_allowed_types_ERROR,brittle,test/test_prase_it.py::BaseTests::test_read_envvar_single_file_config,,parse_it/ipflakies_result/a3540fe8/patch/test_prase_it_patch_9605c944.patch,4d39bef377a059c7f7deaa049cb6eff4f57d690f
pydbvolve,https://github.com/Teamworksapp/pydbvolve,e18bb8cf98997c52de0cf30a8e106c480ba0bb57,tests/unittests/test_00_initialization.py::test_09_get_migration_table_schema,victim,tests/unittests/test_00_initialization.py::test_14_load_config,tests/unittests/test_00_initialization.py::test_15_run_config,pydbvolve/ipflakies_result/f9270d5e/patch/test_00_initialization_patch_117f2f20.patch,e18bb8cf98997c52de0cf30a8e106c480ba0bb57
pydbvolve,https://github.com/Teamworksapp/pydbvolve,e18bb8cf98997c52de0cf30a8e106c480ba0bb57,tests/unittests/test_00_initialization.py::test_13_pre_config,victim,tests/unittests/test_00_initialization.py::test_14_load_config,tests/unittests/test_00_initialization.py::test_15_run_config,pydbvolve/ipflakies_result/97b1a38e/patch/test_00_initialization_patch_117f2f20.patch,e18bb8cf98997c52de0cf30a8e106c480ba0bb57
pyserverpilot,https://github.com/opper/pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_app.py::TestApp::test_add_ssl,brittle,tests/test_app.py::TestApp::test_create_app,,pyserverpilot/ipflakies_result/92b7ffd9/patch/test_app_patch_24229221.patch,a218ea9cf03d25c96fd3c2053f412472696861c4
pyserverpilot,https://github.com/opper/pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_app.py::TestApp::test_get_app,brittle,tests/test_app.py::TestApp::test_create_app,,pyserverpilot/ipflakies_result/a9b4bee6/patch/test_app_patch_24229221.patch,a218ea9cf03d25c96fd3c2053f412472696861c4
